# x_m, y_m, w_tr_right_m, w_tr_left_m,Timestamp
52.1865859014376,-72.23701591240554,1.1,1.1,8.700000000000001
52.240403311586284,-71.82518489715164,1.1,1.1,8.72
52.29412319725663,-71.41333031002382,1.1,1.1,8.74
52.34776083036691,-71.00145837598882,1.1,1.1,8.76
52.40133181483365,-70.58957556901194,1.1,1.1,8.78
52.45485133957564,-70.17768819705948,1.1,1.1,8.8
52.50833484251032,-69.76580256809771,1.1,1.1,8.82
52.56179776155506,-69.35392507309243,1.1,1.1,8.84
52.61525536862825,-68.9420620200099,1.1,1.1,8.86
52.66872318464681,-68.53021971681639,1.1,1.1,8.88
52.72221656452864,-68.11840463747725,1.1,1.1,8.9
52.77575078019206,-67.70662300695925,1.1,1.1,8.92
52.829341352554046,-67.2948812162281,1.1,1.1,8.94
52.883003553532895,-66.88318557325017,1.1,1.1,8.96
52.9367528210461,-66.4715424689912,1.1,1.1,8.98
52.9906044270119,-66.05995812841795,1.1,1.1,9.0
53.04456044641922,-65.64842989554457,1.1,1.1,9.02
53.09860095937462,-65.23694009146566,1.1,1.1,9.040000000000001
53.1527038879962,-64.82546962628331,1.1,1.1,9.06
53.20684707140243,-64.41399932710007,1.1,1.1,9.08
53.26100843171146,-64.00250993801895,1.1,1.1,9.1
53.31516589104137,-63.59098253514113,1.1,1.1,9.120000000000001
53.36929728851065,-63.17939786256963,1.1,1.1,9.14
53.42338054623744,-62.76773683040658,1.1,1.1,9.16
53.47739366933934,-62.35598018275493,1.1,1.1,9.18
53.531314330935786,-61.94410891271633,1.1,1.1,9.200000000000001
53.58512061914397,-61.53210384739339,1.1,1.1,9.22
53.63879037308246,-61.11994589688817,1.1,1.1,9.24
53.69230151486928,-60.70761580530367,1.1,1.1,9.26
53.74563561860301,-60.29510925666298,1.1,1.1,9.28
53.79881169118203,-59.882566603215416,1.1,1.1,9.3
53.85186957239321,-59.47021044977031,1.1,1.1,9.32
53.904849600020775,-59.058264314132174,1.1,1.1,9.34
53.95779202884947,-58.64695196310413,1.1,1.1,9.36
54.01073694766484,-58.236496831491095,1.1,1.1,9.38
54.06372469425114,-57.82712260309668,1.1,1.1,9.4
54.116614252362616,-57.41861414307156,1.1,1.1,9.42
54.16834389167811,-57.00852910647902,1.1,1.1,9.44
54.21756071943378,-56.59372031615225,1.1,1.1,9.46
54.26120545499272,-56.172004717767685,1.1,1.1,9.48
54.28001224140153,-55.75036157799557,1.1,1.1,9.5
54.24575849061335,-55.34083388342199,1.1,1.1,9.52
54.131340448597136,-54.955244671809496,1.1,1.1,9.540000000000001
53.93396742127931,-54.59994033821332,1.1,1.1,9.56
53.67332142538741,-54.276204968765335,1.1,1.1,9.58
53.36992866613364,-53.98513266361357,1.1,1.1,9.6
53.04238004808145,-53.72626609520412,1.1,1.1,9.620000000000001
52.69995234861246,-53.49168212591516,1.1,1.1,9.64
52.34912376607701,-53.27121455512233,1.1,1.1,9.66
51.99594222912672,-53.055337191778015,1.1,1.1,9.68
51.64260963298439,-52.84025023320609,1.1,1.1,9.700000000000001
51.28930392869822,-52.62516783960975,1.1,1.1,9.72
50.936184807414094,-52.40933098004879,1.1,1.1,9.74
50.5834120432774,-52.19198078958214,1.1,1.1,9.76
50.23114541043359,-51.9723584032687,1.1,1.1,9.78
49.87954460002852,-51.74970487316782,1.1,1.1,9.8
49.5291642150958,-51.52304213251088,1.1,1.1,9.82
49.1824000378212,-51.2903703069945,1.1,1.1,9.84
48.84218377852398,-51.04939188590735,1.1,1.1,9.86
48.511447479521614,-50.797809275538434,1.1,1.1,9.88
48.19312310013208,-50.5333249651764,1.1,1.1,9.9
47.89014251667369,-50.25364136111028,1.1,1.1,9.92
47.60543528147731,-49.95646394061273,1.1,1.1,9.94
47.340931881217365,-49.64065984274304,1.1,1.1,9.96
47.09604509403473,-49.30802550989264,1.1,1.1,9.98
46.86979710215944,-48.9608113920246,1.1,1.1,10.0
46.66121008782149,-48.60126810510119,1.1,1.1,10.02
46.46930615025135,-48.23164626508456,1.1,1.1,10.040000000000001
